IMAGE\LABEL,airplane,bare-soil,buildings,cars,chaparral,court,dock,field,grass,mobile-home,pavement,sand,sea,ship,tanks,trees,water
beach_46,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_47,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_50,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_51,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_52,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_54,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_55,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_56,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_57,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_58,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_59,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_62,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_63,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_64,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_65,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_66,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_67,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_68,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_69,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_70,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_71,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_73,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_74,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_75,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_76,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_77,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_78,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_79,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_81,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_82,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_83,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_84,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_85,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_86,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_87,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_88,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_91,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
beach_92,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_93,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_94,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_95,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beach_96,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_97,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_98,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_99,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
beach_100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
bridge_1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_3,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_7,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_9,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_10,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_11,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_12,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
bridge_13,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
bridge_14,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
bridge_15,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1
bridge_16,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_17,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
bridge_18,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_19,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_20,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_21,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_22,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_23,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_26,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_27,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_28,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_29,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
bridge_30,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_31,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
bridge_32,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_33,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
bridge_34,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_35,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_36,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_37,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_38,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_39,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_40,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
bridge_41,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1
bridge_42,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_43,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_44,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
bridge_45,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_46,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_47,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_48,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_49,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_50,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_51,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_52,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_53,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_54,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
bridge_56,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_57,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_58,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_59,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_60,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_61,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_62,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_63,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_64,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_65,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_66,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_67,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_68,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_69,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_70,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_71,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
bridge_72,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_73,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_74,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_75,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_76,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_77,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
bridge_78,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_79,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_80,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_81,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_82,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_83,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_84,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1
bridge_85,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_86,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_87,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_88,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_89,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_90,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
bridge_91,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_92,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_93,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
bridge_94,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
bridge_95,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_96,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_97,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_98,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_99,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
bridge_100,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
center_2,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
center_3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_5,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_7,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
center_8,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
center_10,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_11,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_12,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_13,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_14,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
center_15,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_17,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_18,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_19,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_20,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_21,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_22,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_23,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_24,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_26,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
center_27,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_28,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_29,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
center_30,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_31,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_32,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_33,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_34,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
center_36,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
center_37,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
center_38,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_39,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_40,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_41,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_42,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
center_43,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_44,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_45,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_46,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_47,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_48,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_49,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
center_50,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_51,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_52,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_53,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_54,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_55,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_56,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
center_57,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
center_58,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_59,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_60,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
center_61,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
center_62,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
center_63,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_64,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_65,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_66,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_67,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_68,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_69,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_70,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_71,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_72,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_73,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_74,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_75,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_76,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_77,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_78,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_79,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_80,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
center_81,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
center_82,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_83,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_84,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
center_85,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_86,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_87,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_88,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
center_89,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_90,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
center_91,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_92,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
center_93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
center_94,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
center_95,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_96,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_97,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_98,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_99,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
center_100,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
church_1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_7,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_11,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_12,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_13,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_15,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_16,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_17,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_18,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_19,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_20,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
church_22,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_23,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_24,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_26,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_27,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_28,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_29,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_30,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_31,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_32,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_33,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_34,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_35,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_36,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_37,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_38,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_39,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_40,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_41,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_42,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_43,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_44,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
church_45,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
church_46,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
church_47,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
church_48,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
church_49,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
church_50,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
church_51,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_52,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_53,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_54,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_56,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_57,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_58,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_59,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
church_60,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_61,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_62,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_63,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_64,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_65,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_66,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
church_67,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_68,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_69,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_70,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
church_71,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_72,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_73,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_74,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_75,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_76,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_77,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_78,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_79,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_80,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_81,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
church_82,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_83,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_84,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_85,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_86,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_87,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_88,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
church_89,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_90,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1
church_91,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_92,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_93,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
church_94,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_95,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
church_96,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
church_97,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_98,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_99,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
church_100,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
commercial_1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
commercial_2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
commercial_3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
